owner,repo,full_name,html_url,stargazers_count,forks_count,open_issues_count,language,created_at,pushed_at,default_branch,total_prs,review_probe_pr,review_probe_state,review_probe_human_reviewer
Z4nzu,hackingtool,Z4nzu/hackingtool,https://github.com/Z4nzu/hackingtool,68661,7723,85,Python,2020-04-11T09:21:31Z,2026-03-15T14:33:08Z,master,154,684,CHANGES_REQUESTED,ga3363367ag-cyber
base,node,base/node,https://github.com/base/node,68597,3229,11,Go,2023-02-01T13:55:02Z,2026-04-29T13:37:30Z,main,463,1035,APPROVED,niran
ansible,ansible,ansible/ansible,https://github.com/ansible/ansible,68439,24155,796,Python,2012-03-06T14:58:02Z,2026-04-28T19:53:31Z,devel,53055,86919,COMMENTED,bcoca
prakhar1989,awesome-courses,prakhar1989/awesome-courses,https://github.com/prakhar1989/awesome-courses,68072,8361,60,,2014-11-15T18:36:49Z,2023-05-04T12:49:34Z,master,257,361,CHANGES_REQUESTED,promisejaz006-glitch
NationalSecurityAgency,ghidra,NationalSecurityAgency/ghidra,https://github.com/NationalSecurityAgency/ghidra,67848,7444,1869,Java,2019-03-01T03:27:48Z,2026-04-28T10:44:49Z,master,1696,8971,CHANGES_REQUESTED,ryanmkurtz
toeverything,AFFiNE,toeverything/AFFiNE,https://github.com/toeverything/AFFiNE,67840,4794,605,TypeScript,2022-07-31T18:45:21Z,2026-04-29T18:43:53Z,canary,10286,14885,COMMENTED,001-mak
chrislgarry,Apollo-11,chrislgarry/Apollo-11,https://github.com/chrislgarry/Apollo-11,67684,7677,130,Assembly,2014-04-03T15:45:02Z,2026-01-22T06:10:28Z,master,546,972,COMMENTED,afurm
juliangarnier,anime,juliangarnier/anime,https://github.com/juliangarnier/anime,67581,4535,100,JavaScript,2016-03-13T21:37:45Z,2026-04-29T16:23:46Z,master,204,1152,COMMENTED,juliangarnier
chartjs,Chart.js,chartjs/Chart.js,https://github.com/chartjs/Chart.js,67394,11953,555,JavaScript,2013-03-17T23:56:36Z,2026-04-16T11:49:43Z,master,3942,12238,DISMISSED,etimberg
OpenBB-finance,OpenBB,OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,66736,6668,75,Python,2020-12-20T10:46:38Z,2026-04-29T23:22:31Z,develop,4906,7264,COMMENTED,deeleeramone
labmlai,annotated_deep_learning_paper_implementations,labmlai/annotated_deep_learning_paper_implementations,https://github.com/labmlai/annotated_deep_learning_paper_implementations,66461,6702,30,Python,2020-08-25T02:29:34Z,2026-01-22T04:26:00Z,master,130,265,APPROVED,SebFlatBeat
apache,echarts,apache/echarts,https://github.com/apache/echarts,66249,19815,1687,TypeScript,2013-04-03T03:18:59Z,2026-04-29T20:33:59Z,master,2145,21588,COMMENTED,Justin-ZS
scikit-learn,scikit-learn,scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,65949,26982,2062,Python,2010-08-17T09:43:38Z,2026-04-29T14:56:41Z,main,20606,33322,COMMENTED,StefanieSenger
webpack,webpack,webpack/webpack,https://github.com/webpack/webpack,65778,9358,204,JavaScript,2012-03-10T10:08:14Z,2026-04-29T19:10:36Z,main,8469,20888,COMMENTED,alexander-akait
sindresorhus,awesome-nodejs,sindresorhus/awesome-nodejs,https://github.com/sindresorhus/awesome-nodejs,65557,6216,26,,2014-07-11T13:35:34Z,2026-04-02T16:28:42Z,main,1187,1359,APPROVED,Aligod2000
TheAlgorithms,Java,TheAlgorithms/Java,https://github.com/TheAlgorithms/Java,65498,21095,32,Java,2016-07-16T10:21:02Z,2026-04-27T18:42:34Z,master,5813,7368,COMMENTED,YERRA-CHARAN
lydiahallie,javascript-questions,lydiahallie/javascript-questions,https://github.com/lydiahallie/javascript-questions,65315,9223,50,,2019-06-12T08:26:27Z,2024-08-04T16:08:40Z,master,544,836,APPROVED,iravinandan
kelseyhightower,nocode,kelseyhightower/nocode,https://github.com/kelseyhightower/nocode,65231,4822,4709,Dockerfile,2018-02-06T23:54:00Z,2024-08-07T03:19:12Z,master,673,5027,APPROVED,itsAtharv37
kdn251,interviews,kdn251/interviews,https://github.com/kdn251/interviews,64944,12907,118,Java,2017-02-14T18:19:25Z,2025-05-12T12:56:04Z,master,177,233,COMMENTED,ankitraj20616
localstack,localstack,localstack/localstack,https://github.com/localstack/localstack,64885,4701,0,Python,2016-10-25T23:48:03Z,2026-03-23T08:52:01Z,main,1796,13901,APPROVED,alexrashed
bytedance,deer-flow,bytedance/deer-flow,https://github.com/bytedance/deer-flow,64253,8429,805,Python,2025-05-07T02:50:19Z,2026-04-29T22:41:54Z,main,1454,2656,APPROVED,WillemJiang
keras-team,keras,keras-team/keras,https://github.com/keras-team/keras,64047,19761,247,Python,2015-03-28T00:35:42Z,2026-04-29T22:44:48Z,master,9235,22797,COMMENTED,pctablet505
gorhill,uBlock,gorhill/uBlock,https://github.com/gorhill/uBlock,64025,4073,17,JavaScript,2015-04-01T17:51:11Z,2026-04-29T18:36:29Z,master,385,3865,APPROVED,AminKaraniDSU
prometheus,prometheus,prometheus/prometheus,https://github.com/prometheus/prometheus,63842,10370,760,Go,2012-11-24T11:14:12Z,2026-04-29T15:31:08Z,main,11183,18289,CHANGES_REQUESTED,beorn7
alacritty,alacritty,alacritty/alacritty,https://github.com/alacritty/alacritty,63752,3435,337,Rust,2016-02-18T05:02:30Z,2026-04-28T01:21:51Z,master,2563,8934,CHANGES_REQUESTED,chrisduerr
pathwaycom,pathway,pathwaycom/pathway,https://github.com/pathwaycom/pathway,63378,1632,34,Python,2022-11-27T13:01:14Z,2026-04-29T05:24:53Z,main,51,209,COMMENTED,szymondudycz
unslothai,unsloth,unslothai/unsloth,https://github.com/unslothai/unsloth,63281,5537,1183,Python,2023-11-29T16:50:09Z,2026-04-29T11:15:35Z,main,1745,4443,COMMENTED,TimPietrusky
socketio,socket.io,socketio/socket.io,https://github.com/socketio/socket.io,63056,10146,206,TypeScript,2010-03-11T18:24:48Z,2026-04-27T11:35:34Z,main,908,4787,COMMENTED,codeCraft-Ritik
traefik,traefik,traefik/traefik,https://github.com/traefik/traefik,62924,5948,785,Go,2015-09-13T19:04:02Z,2026-04-29T14:45:05Z,master,6257,13074,APPROVED,juliens
nocodb,nocodb,nocodb/nocodb,https://github.com/nocodb/nocodb,62878,4751,692,TypeScript,2017-10-29T18:51:48Z,2026-04-29T18:45:59Z,develop,7241,13747,APPROVED,pranavxc
resume,resume.github.com,resume/resume.github.com,https://github.com/resume/resume.github.com,62832,1369,72,JavaScript,2011-02-06T13:39:55Z,2023-02-15T06:38:51Z,master,185,317,COMMENTED,Alistar36972888
ryanoasis,nerd-fonts,ryanoasis/nerd-fonts,https://github.com/ryanoasis/nerd-fonts,62762,3904,73,CSS,2014-12-05T04:31:17Z,2026-03-17T19:17:14Z,master,673,1965,COMMENTED,Finii
rust-lang,rustlings,rust-lang/rustlings,https://github.com/rust-lang/rustlings,62653,11181,78,Rust,2015-09-15T02:25:18Z,2026-04-25T12:14:15Z,main,1574,2382,CHANGES_REQUESTED,mo8it
LadybirdBrowser,ladybird,LadybirdBrowser/ladybird,https://github.com/LadybirdBrowser/ladybird,62604,2963,674,C++,2024-05-30T09:18:10Z,2026-04-29T22:25:35Z,master,7576,9170,COMMENTED,Calme1709
tldr-pages,tldr,tldr-pages/tldr,https://github.com/tldr-pages/tldr,62300,5206,281,Markdown,2013-12-08T07:34:43Z,2026-04-29T22:14:24Z,main,20275,22271,APPROVED,Managor
FuelLabs,sway,FuelLabs/sway,https://github.com/FuelLabs/sway,61736,5422,898,Rust,2021-01-19T20:54:33Z,2026-04-29T23:27:38Z,master,4178,7608,COMMENTED,ironcev
scrapy,scrapy,scrapy/scrapy,https://github.com/scrapy/scrapy,61496,11510,633,Python,2010-02-22T02:01:14Z,2026-04-29T21:07:56Z,master,4095,7472,APPROVED,wRAR
reduxjs,redux,reduxjs/redux,https://github.com/reduxjs/redux,61446,15078,42,TypeScript,2015-05-29T23:53:15Z,2026-04-23T16:09:25Z,master,2600,4864,APPROVED,aryaemami59
lodash,lodash,lodash/lodash,https://github.com/lodash/lodash,61263,7153,141,JavaScript,2012-04-07T04:11:46Z,2026-04-22T18:47:42Z,main,1576,6207,CHANGES_REQUESTED,ljharb
youngyangyang04,leetcode-master,youngyangyang04/leetcode-master,https://github.com/youngyangyang04/leetcode-master,61252,12326,248,Shell,2019-12-14T12:05:42Z,2026-03-11T02:52:47Z,master,2708,2994,COMMENTED,Dalbergiaman
cline,cline,cline/cline,https://github.com/cline/cline,61176,6320,747,TypeScript,2024-07-06T07:28:10Z,2026-04-29T22:48:44Z,main,5233,10350,APPROVED,dominiccooney
atom,atom,atom/atom,https://github.com/atom/atom,60833,17233,994,JavaScript,2012-01-20T18:18:21Z,2023-01-03T10:49:48Z,master,5237,18464,APPROVED,Artuto
minio,minio,minio/minio,https://github.com/minio/minio,60828,7442,81,Go,2015-01-14T19:23:58Z,2026-04-24T17:54:39Z,master,10184,21659,APPROVED,shtripat
h5bp,Front-end-Developer-Interview-Questions,h5bp/Front-end-Developer-Interview-Questions,https://github.com/h5bp/Front-end-Developer-Interview-Questions,60825,11042,57,Nunjucks,2012-02-09T23:34:10Z,2026-04-22T21:18:51Z,main,725,918,APPROVED,coliff
commaai,openpilot,commaai/openpilot,https://github.com/commaai/openpilot,60753,10864,157,Python,2016-11-24T01:33:30Z,2026-04-29T23:32:25Z,master,17295,37930,COMMENTED,adeebshihadeh
git,git,git/git,https://github.com/git/git,60666,27855,373,C,2008-07-23T14:21:26Z,2026-04-28T05:49:49Z,master,1869,2256,COMMENTED,ahmedoosh
paperclipai,paperclip,paperclipai/paperclip,https://github.com/paperclipai/paperclip,60647,10639,2944,TypeScript,2026-03-02T15:01:51Z,2026-04-29T23:32:51Z,master,3191,3944,COMMENTED,alvarosanchez
nuxt,nuxt,nuxt/nuxt,https://github.com/nuxt/nuxt,60133,5588,893,TypeScript,2016-10-26T11:18:47Z,2026-04-29T22:32:04Z,main,9162,34559,APPROVED,danielroe
topjohnwu,Magisk,topjohnwu/Magisk,https://github.com/topjohnwu/Magisk,60126,17313,56,Kotlin,2016-09-08T12:42:53Z,2026-04-23T13:20:41Z,master,2949,9830,COMMENTED,kousu
microsoft,ai-agents-for-beginners,microsoft/ai-agents-for-beginners,https://github.com/microsoft/ai-agents-for-beginners,60099,20364,5,Jupyter Notebook,2024-11-28T10:42:52Z,2026-04-26T18:19:02Z,main,430,533,COMMENTED,tomjwxf
spring-projects,spring-framework,spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,59881,38841,391,Java,2010-12-08T04:04:45Z,2026-04-29T20:09:38Z,main,5696,36719,COMMENTED,DhruvTheDev1
pathwaycom,llm-app,pathwaycom/llm-app,https://github.com/pathwaycom/llm-app,59880,1434,10,Jupyter Notebook,2023-07-19T08:43:37Z,2026-01-07T11:59:38Z,main,69,48,APPROVED,KamilPiechowiak
jquery,jquery,jquery/jquery,https://github.com/jquery/jquery,59838,20453,89,JavaScript,2009-04-03T15:20:14Z,2026-04-21T20:35:10Z,main,3180,4405,COMMENTED,mgol
Solido,awesome-flutter,Solido/awesome-flutter,https://github.com/Solido/awesome-flutter,59813,6869,22,Dart,2017-05-07T11:45:27Z,2026-04-21T19:06:09Z,master,977,999,APPROVED,anandfresh
CorentinJ,Real-Time-Voice-Cloning,CorentinJ/Real-Time-Voice-Cloning,https://github.com/CorentinJ/Real-Time-Voice-Cloning,59650,9403,170,Python,2019-05-26T08:56:15Z,2026-03-09T10:31:58Z,master,113,1102,APPROVED,CamoCatX
PlexPt,awesome-chatgpt-prompts-zh,PlexPt/awesome-chatgpt-prompts-zh,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,59508,13561,44,,2022-12-12T01:55:03Z,2026-04-28T10:52:14Z,main,60,531,COMMENTED,facelessinfluential
dani-garcia,vaultwarden,dani-garcia/vaultwarden,https://github.com/dani-garcia/vaultwarden,59487,2745,47,Rust,2018-02-17T22:40:20Z,2026-04-29T20:59:18Z,main,1377,7057,CHANGES_REQUESTED,BlackDex
meta-llama,llama,meta-llama/llama,https://github.com/meta-llama/llama,59376,9818,522,Python,2023-02-14T09:29:12Z,2025-01-26T21:42:26Z,main,211,1425,COMMENTED,afurm
shadowsocks,shadowsocks-windows,shadowsocks/shadowsocks-windows,https://github.com/shadowsocks/shadowsocks-windows,59337,16239,200,C#,2013-01-14T07:54:16Z,2025-01-01T08:09:55Z,v4,474,3534,APPROVED,lev4ikysss
usememos,memos,usememos/memos,https://github.com/usememos/memos,59284,4315,23,Go,2021-12-08T15:30:18Z,2026-04-29T15:24:37Z,main,2395,5903,APPROVED,boojack
Mintplex-Labs,anything-llm,Mintplex-Labs/anything-llm,https://github.com/Mintplex-Labs/anything-llm,59251,6397,343,JavaScript,2023-06-04T02:29:14Z,2026-04-29T23:27:57Z,master,1913,5528,CHANGES_REQUESTED,angelplusultra
withastro,astro,withastro/astro,https://github.com/withastro/astro,58849,3392,312,TypeScript,2021-03-15T17:19:47Z,2026-04-29T22:28:37Z,main,9914,16519,COMMENTED,ArmandPhilippot
docling-project,docling,docling-project/docling,https://github.com/docling-project/docling,58799,4031,882,Python,2024-07-09T07:50:26Z,2026-04-29T16:37:33Z,main,1148,3333,COMMENTED,dolfim-ibm
gsd-build,get-shit-done,gsd-build/get-shit-done,https://github.com/gsd-build/get-shit-done,58745,4977,26,JavaScript,2025-12-14T14:17:12Z,2026-04-29T21:57:12Z,main,1399,2863,APPROVED,trek-e
FiloSottile,mkcert,FiloSottile/mkcert,https://github.com/FiloSottile/mkcert,58715,3090,167,Go,2018-06-25T05:33:03Z,2024-08-13T13:37:46Z,master,177,640,APPROVED,qwertyVoids
angular,angular.js,angular/angular.js,https://github.com/angular/angular.js,58691,27152,461,JavaScript,2010-01-06T00:34:37Z,2024-04-12T17:43:16Z,master,8000,17187,APPROVED,josephperrott
sharkdp,bat,sharkdp/bat,https://github.com/sharkdp/bat,58618,1541,348,Rust,2018-04-21T10:52:23Z,2026-04-28T20:24:00Z,master,1969,3691,APPROVED,keith-hall
rails,rails,rails/rails,https://github.com/rails/rails,58393,22211,1589,Ruby,2008-04-11T02:19:47Z,2026-04-28T23:50:05Z,main,38092,55061,COMMENTED,OughtPuts
pi-hole,pi-hole,pi-hole/pi-hole,https://github.com/pi-hole/pi-hole,57935,3106,49,Shell,2014-06-08T15:02:55Z,2026-04-28T19:30:11Z,master,2947,6622,APPROVED,dschaper
pmndrs,zustand,pmndrs/zustand,https://github.com/pmndrs/zustand,57896,2047,7,TypeScript,2019-04-09T09:10:06Z,2026-04-28T22:39:46Z,main,1160,3477,APPROVED,dbritto-dev
virattt,ai-hedge-fund,virattt/ai-hedge-fund,https://github.com/virattt/ai-hedge-fund,57634,10052,118,Python,2024-11-29T16:30:01Z,2026-04-27T12:53:46Z,main,325,602,APPROVED,virattt
microsoft,autogen,microsoft/autogen,https://github.com/microsoft/autogen,57581,8680,793,Python,2023-08-18T11:43:45Z,2026-04-15T11:59:09Z,main,3491,1540,APPROVED,sonichi
h5bp,html5-boilerplate,h5bp/html5-boilerplate,https://github.com/h5bp/html5-boilerplate,57436,12312,29,JavaScript,2010-01-24T18:03:24Z,2026-04-27T07:52:16Z,main,1909,3410,CHANGES_REQUESTED,roblarsen
meilisearch,meilisearch,meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,57358,2529,294,Rust,2018-04-23T11:45:28Z,2026-04-29T19:15:32Z,main,2907,6353,APPROVED,Kerollmops
scutan90,DeepLearning-500-questions,scutan90/DeepLearning-500-questions,https://github.com/scutan90/DeepLearning-500-questions,57356,15957,121,JavaScript,2018-06-27T06:36:45Z,2024-06-26T12:10:14Z,master,345,535,COMMENTED,AbdullahWins
ultralytics,yolov5,ultralytics/yolov5,https://github.com/ultralytics/yolov5,57314,17487,38,Python,2020-05-18T03:45:11Z,2026-04-27T22:40:15Z,master,2941,13759,APPROVED,UltralyticsAssistant
zylon-ai,private-gpt,zylon-ai/private-gpt,https://github.com/zylon-ai/private-gpt,57205,7602,298,Python,2023-05-02T09:15:31Z,2026-02-26T09:56:49Z,main,491,2203,COMMENTED,imartinez
FuelLabs,fuel-core,FuelLabs/fuel-core,https://github.com/FuelLabs/fuel-core,57116,2861,197,Rust,2020-08-27T21:12:14Z,2026-04-29T23:25:00Z,master,2043,3255,COMMENTED,MitchTurner
starship,starship,starship/starship,https://github.com/starship/starship,57006,2499,1015,Rust,2019-04-02T03:23:12Z,2026-04-29T22:49:28Z,master,3939,7436,COMMENTED,davidkna
rclone,rclone,rclone/rclone,https://github.com/rclone/rclone,56934,5064,1175,Go,2014-03-16T16:19:57Z,2026-04-29T11:43:07Z,master,3233,8886,CHANGES_REQUESTED,roucc
ultralytics,ultralytics,ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,56594,10887,328,Python,2022-09-11T16:39:45Z,2026-04-29T23:33:46Z,main,6057,24384,APPROVED,UltralyticsAssistant
tiimgreen,github-cheat-sheet,tiimgreen/github-cheat-sheet,https://github.com/tiimgreen/github-cheat-sheet,56589,5416,46,,2014-04-12T16:38:42Z,2024-04-15T20:15:56Z,master,174,252,APPROVED,kiseCrow
harry0703,MoneyPrinterTurbo,harry0703/MoneyPrinterTurbo,https://github.com/harry0703/MoneyPrinterTurbo,56562,8139,3,Python,2024-03-11T02:57:34Z,2026-04-22T01:17:29Z,main,201,859,COMMENTED,harry0703
remix-run,react-router,remix-run/react-router,https://github.com/remix-run/react-router,56377,10849,161,TypeScript,2014-05-16T22:22:51Z,2026-04-29T14:26:13Z,main,4948,14982,COMMENTED,brophdawg11
Textualize,rich,Textualize/rich,https://github.com/Textualize/rich,56222,2125,315,Python,2019-11-10T15:28:09Z,2026-04-12T09:40:10Z,master,1450,3971,COMMENTED,TomJGooding
FoundationAgents,OpenManus,FoundationAgents/OpenManus,https://github.com/FoundationAgents/OpenManus,55969,9749,546,Python,2025-03-06T14:08:14Z,2026-02-11T13:48:00Z,main,529,1285,APPROVED,rangrejja
wasabeef,awesome-android-ui,wasabeef/awesome-android-ui,https://github.com/wasabeef/awesome-android-ui,55962,10257,40,,2014-12-24T01:45:03Z,2024-07-06T09:06:23Z,master,234,315,APPROVED,Tajmahalx
appwrite,appwrite,appwrite/appwrite,https://github.com/appwrite/appwrite,55915,5293,1015,TypeScript,2019-04-08T16:36:25Z,2026-04-29T15:39:46Z,1.9.x,6643,12138,APPROVED,eldadfux
golang-standards,project-layout,golang-standards/project-layout,https://github.com/golang-standards/project-layout,55875,5442,94,Makefile,2017-09-09T16:33:26Z,2026-04-28T17:18:05Z,master,157,268,APPROVED,alexandear
sansan0,TrendRadar,sansan0/TrendRadar,https://github.com/sansan0/TrendRadar,55806,23929,34,Python,2025-04-28T11:42:16Z,2026-04-18T23:51:03Z,master,628,384,COMMENTED,0xA1pha
azl397985856,leetcode,azl397985856/leetcode,https://github.com/azl397985856/leetcode,55788,9428,10,JavaScript,2018-03-30T09:13:51Z,2025-07-16T09:42:17Z,master,315,606,APPROVED,Mahfoozalam12
TauricResearch,TradingAgents,TauricResearch/TradingAgents,https://github.com/TauricResearch/TradingAgents,55738,10350,279,Python,2024-12-28T03:31:08Z,2026-04-25T22:17:55Z,main,342,619,COMMENTED,svashisth
farion1231,cc-switch,farion1231/cc-switch,https://github.com/farion1231/cc-switch,55563,3617,686,Rust,2025-08-04T14:16:16Z,2026-04-29T14:58:58Z,main,518,2433,COMMENTED,NKU100
go-gitea,gitea,go-gitea/gitea,https://github.com/go-gitea/gitea,55225,6631,2771,Go,2016-11-01T02:13:26Z,2026-04-29T19:34:38Z,main,21550,37411,COMMENTED,silverwind
deepfakes,faceswap,deepfakes/faceswap,https://github.com/deepfakes/faceswap,55194,13404,7,Python,2017-12-19T09:44:13Z,2026-04-28T17:22:51Z,master,542,1276,COMMENTED,Breakfrer
2dust,v2rayNG,2dust/v2rayNG,https://github.com/2dust/v2rayNG,55104,7283,12,Kotlin,2019-05-15T02:15:31Z,2026-04-29T12:53:34Z,master,884,5567,APPROVED,2dust
code-yeongyu,oh-my-openagent,code-yeongyu/oh-my-openagent,https://github.com/code-yeongyu/oh-my-openagent,55011,4453,676,TypeScript,2025-12-03T01:40:05Z,2026-04-29T17:39:34Z,dev,1885,2931,COMMENTED,sjawhar
laurent22,joplin,laurent22/joplin,https://github.com/laurent22/joplin,54553,6077,579,TypeScript,2017-01-16T21:49:41Z,2026-04-29T12:57:40Z,dev,7118,15214,COMMENTED,mrjo118
mem0ai,mem0,mem0ai/mem0,https://github.com/mem0ai/mem0,54417,6132,260,Python,2023-06-20T08:58:36Z,2026-04-29T17:16:23Z,main,1838,5022,APPROVED,whysosaket
coollabsio,coolify,coollabsio/coolify,https://github.com/coollabsio/coolify,54397,4292,721,PHP,2021-01-25T20:54:01Z,2026-04-29T17:42:03Z,v4.x,4210,9822,COMMENTED,Cinzya
lencx,ChatGPT,lencx/ChatGPT,https://github.com/lencx/ChatGPT,54367,6173,929,Rust,2022-12-07T09:43:02Z,2024-08-29T17:58:11Z,v2-dev,187,1184,APPROVED,Sooraz2
ElemeFE,element,ElemeFE/element,https://github.com/ElemeFE/element,54151,14496,2969,Vue,2016-09-03T06:19:26Z,2024-08-20T07:40:13Z,dev,5134,23066,APPROVED,EdwinBetanc0urt
termux,termux-app,termux/termux-app,https://github.com/termux/termux-app,54137,6465,534,Java,2015-10-23T09:42:46Z,2026-04-06T23:11:53Z,master,572,5003,COMMENTED,twaik
upstash,context7,upstash/context7,https://github.com/upstash/context7,54116,2563,135,TypeScript,2025-03-26T23:40:39Z,2026-04-29T15:09:39Z,master,526,2525,APPROVED,enesgules
maybe-finance,maybe,maybe-finance/maybe,https://github.com/maybe-finance/maybe,54098,5583,0,Ruby,2024-01-01T22:23:46Z,2025-07-24T22:20:44Z,main,1375,2452,COMMENTED,zachgoll
facebookresearch,segment-anything,facebookresearch/segment-anything,https://github.com/facebookresearch/segment-anything,54062,6333,593,Jupyter Notebook,2023-03-23T17:03:03Z,2024-09-18T17:46:55Z,main,129,811,APPROVED,vartelinka-gif
Zie619,n8n-workflows,Zie619/n8n-workflows,https://github.com/Zie619/n8n-workflows,54040,7068,23,Python,2025-05-14T08:43:59Z,2026-02-11T15:41:17Z,main,64,177,APPROVED,ab194781002026
psf,requests,psf/requests,https://github.com/psf/requests,53937,9884,228,Python,2011-02-13T18:38:17Z,2026-04-29T22:38:49Z,main,2901,7272,COMMENTED,cthoyt
ngosang,trackerslist,ngosang/trackerslist,https://github.com/ngosang/trackerslist,53678,6619,13,,2016-04-24T11:57:57Z,2026-04-29T22:09:40Z,master,60,318,COMMENTED,PPPDUD
vuejs,core,vuejs/core,https://github.com/vuejs/core,53564,9099,986,TypeScript,2018-06-12T13:49:36Z,2026-04-29T09:59:46Z,main,6133,14765,COMMENTED,edison1105
ChrisTitusTech,winutil,ChrisTitusTech/winutil,https://github.com/ChrisTitusTech/winutil,53543,3008,13,PowerShell,2022-04-28T02:25:19Z,2026-04-29T17:26:07Z,main,1745,4428,APPROVED,ChrisTitusTech
PowerShell,PowerShell,PowerShell/PowerShell,https://github.com/PowerShell/PowerShell,53226,8299,1479,C#,2016-01-13T23:41:35Z,2026-04-28T23:07:04Z,master,10447,27381,COMMENTED,daxian-dbw
mozilla,pdf.js,mozilla/pdf.js,https://github.com/mozilla/pdf.js,53210,10599,449,JavaScript,2011-04-26T06:32:03Z,2026-04-29T15:04:15Z,master,10112,21194,APPROVED,timvandermeij
google,material-design-icons,google/material-design-icons,https://github.com/google/material-design-icons,53202,9723,403,,2014-10-08T18:01:28Z,2026-04-24T03:13:07Z,master,181,1856,COMMENTED,mdabdullahalaminkhan
typst,typst,typst/typst,https://github.com/typst/typst,53182,1553,1210,Rust,2019-09-24T21:41:56Z,2026-04-29T19:22:44Z,main,2927,8138,COMMENTED,MDLC01
koala73,worldmonitor,koala73/worldmonitor,https://github.com/koala73/worldmonitor,53030,8500,125,TypeScript,2026-01-08T17:26:06Z,2026-04-29T14:57:06Z,main,2979,3338,COMMENTED,fuleinist
TryGhost,Ghost,TryGhost/Ghost,https://github.com/TryGhost/Ghost,52707,11518,241,JavaScript,2013-05-04T11:09:13Z,2026-04-29T23:27:09Z,main,20209,27607,COMMENTED,EvanHahn
karpathy,nanochat,karpathy/nanochat,https://github.com/karpathy/nanochat,52703,7052,96,Python,2025-10-13T13:46:35Z,2026-04-14T18:33:15Z,master,457,644,COMMENTED,svlandeg
JetBrains,kotlin,JetBrains/kotlin,https://github.com/JetBrains/kotlin,52658,6286,239,Kotlin,2012-02-13T17:29:58Z,2026-04-29T22:47:17Z,master,5916,5891,COMMENTED,jDramaix
ionic-team,ionic-framework,ionic-team/ionic-framework,https://github.com/ionic-team/ionic-framework,52479,13387,627,TypeScript,2013-08-20T23:06:02Z,2026-04-29T23:22:25Z,main,8582,31097,COMMENTED,thetaPC
sickcodes,Docker-OSX,sickcodes/Docker-OSX,https://github.com/sickcodes/Docker-OSX,52456,2893,417,Shell,2020-06-04T11:01:37Z,2025-11-11T05:23:57Z,master,136,819,APPROVED,sleeyax
FlowiseAI,Flowise,FlowiseAI/Flowise,https://github.com/FlowiseAI/Flowise,52395,24235,830,TypeScript,2023-03-31T12:23:09Z,2026-04-29T22:51:22Z,main,2497,6317,COMMENTED,christopherholland-workday
ghostty-org,ghostty,ghostty-org/ghostty,https://github.com/ghostty-org/ghostty,52338,2517,240,Zig,2022-03-29T17:38:26Z,2026-04-27T20:42:03Z,main,4696,11325,CHANGES_REQUESTED,mitchellh
vsouza,awesome-ios,vsouza/awesome-ios,https://github.com/vsouza/awesome-ios,52005,6954,2,Swift,2014-07-10T16:03:45Z,2026-04-24T18:48:56Z,master,2720,3214,APPROVED,Naveen-C-Ramachandrappa
prettier,prettier,prettier/prettier,https://github.com/prettier/prettier,51831,4706,1472,JavaScript,2016-11-29T17:13:37Z,2026-04-29T23:37:46Z,main,11470,19105,COMMENTED,fisker
etcd-io,etcd,etcd-io/etcd,https://github.com/etcd-io/etcd,51660,10326,238,Go,2013-07-06T21:57:21Z,2026-04-29T16:33:36Z,main,13932,21584,COMMENTED,hwdef
agalwood,Motrix,agalwood/Motrix,https://github.com/agalwood/Motrix,51561,4868,776,JavaScript,2018-12-18T11:45:05Z,2024-07-11T12:09:20Z,master,288,1569,APPROVED,JohnWiliam
xai-org,grok-1,xai-org/grok-1,https://github.com/xai-org/grok-1,51530,8459,126,Python,2024-03-17T08:53:38Z,2024-08-30T04:17:25Z,main,93,447,COMMENTED,h9zdev
google,guava,google/guava,https://github.com/google/guava,51496,11143,733,Java,2014-05-29T16:23:17Z,2026-04-28T20:36:17Z,master,3305,8371,COMMENTED,cgdecker
jekyll,jekyll,jekyll/jekyll,https://github.com/jekyll/jekyll,51402,10283,245,Ruby,2008-10-20T06:29:03Z,2026-04-22T14:50:12Z,master,4581,9776,COMMENTED,ashmaroli
chinese-poetry,chinese-poetry,chinese-poetry/chinese-poetry,https://github.com/chinese-poetry/chinese-poetry,51359,10363,134,JavaScript,2016-09-02T03:32:25Z,2026-04-28T09:07:55Z,master,173,378,APPROVED,Nyxvectar
DefinitelyTyped,DefinitelyTyped,DefinitelyTyped/DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,51207,30506,692,TypeScript,2012-10-05T16:39:45Z,2026-04-29T19:27:18Z,master,62967,74919,APPROVED,jhuenges
dockur,windows,dockur/windows,https://github.com/dockur/windows,51108,4246,123,Shell,2024-01-14T13:09:40Z,2026-04-01T21:07:16Z,master,649,1685,COMMENTED,poedatell777
Semantic-Org,Semantic-UI,Semantic-Org/Semantic-UI,https://github.com/Semantic-Org/Semantic-UI,51101,4881,1073,JavaScript,2013-04-08T23:32:04Z,2024-11-27T21:01:48Z,master,868,6664,APPROVED,RedhatPH8
